Area Prefix	Area Name
370659	Lithuania Mobile - BITE
370660	Lithuania Mobile - BITE
37066105	Lithuania Mobile - BITE
3706611	Lithuania Mobile - BITE
3706612	Lithuania Mobile - BITE
3706614	Lithuania Mobile - BITE
3706615	Lithuania Mobile - BITE
3706616	Lithuania Mobile - BITE
3706617	Lithuania Mobile - BITE
3706618	Lithuania Mobile - BITE
3706660	Lithuania Mobile - BITE
3706661	Lithuania Mobile - BITE
3706665	Lithuania Mobile - BITE
3706667	Lithuania Mobile - BITE
3706668	Lithuania Mobile - BITE
3706669	Lithuania Mobile - BITE
3706676	Lithuania Mobile - BITE
3706677	Lithuania Mobile - BITE
3706678	Lithuania Mobile - BITE
37066900	Lithuania Mobile - BITE
370681	Lithuania Mobile - BITE
370685	Lithuania Mobile - BITE
370689	Lithuania Mobile - BITE
370690	Lithuania Mobile - BITE
3706910	Lithuania Mobile - BITE
3706913	Lithuania Mobile - BITE
3706914	Lithuania Mobile - BITE
3706915	Lithuania Mobile - BITE
3706916	Lithuania Mobile - BITE
3706917	Lithuania Mobile - BITE
3706918	Lithuania Mobile - BITE
3706919	Lithuania Mobile - BITE
37069742	Lithuania Mobile - BITE
37069743	Lithuania Mobile - BITE
370699	Lithuania Mobile - BITE
37061	Lithuania Mobile - Omnitel
37062	Lithuania Mobile - Omnitel
370662	Lithuania Mobile - Omnitel
370663	Lithuania Mobile - Omnitel
370680	Lithuania Mobile - Omnitel
370682	Lithuania Mobile - Omnitel
370686	Lithuania Mobile - Omnitel
370687	Lithuania Mobile - Omnitel
370688	Lithuania Mobile - Omnitel
370692	Lithuania Mobile - Omnitel
370693	Lithuania Mobile - Omnitel
370694	Lithuania Mobile - Omnitel
370695	Lithuania Mobile - Omnitel
370696	Lithuania Mobile - Omnitel
370697	Lithuania Mobile - Omnitel
370698	Lithuania Mobile - Omnitel
37031331	Lithuania Personal
37037250	Lithuania Personal
37037251	Lithuania Personal
37037252	Lithuania Personal
37037254	Lithuania Personal
37037255	Lithuania Personal
37037368	Lithuania Personal
37037369	Lithuania Personal
37041721	Lithuania Personal
37042521	Lithuania Personal
37042522	Lithuania Personal
37046450	Lithuania Personal
37046467	Lithuania Personal
370521939	Lithuania Personal
370521940	Lithuania Personal
370521941	Lithuania Personal
37052528	Lithuania Personal
37052529	Lithuania Personal
37052530	Lithuania Personal
37052654	Lithuania Personal
3707	Lithuania Personal
3708	Lithuania Personal
3709	Lithuania Personal
370600	Lithuania - Mobile - tele2
370601	Lithuania - Mobile - tele2
370602	Lithuania - Mobile - tele2
370603	Lithuania - Mobile - tele2
370604	Lithuania - Mobile - tele2
370605	Lithuania - Mobile - tele2
370606	Lithuania - Mobile - tele2
370607	Lithuania - Mobile - tele2
370608	Lithuania - Mobile - tele2
370609	Lithuania - Mobile - tele2
370645	Lithuania - Mobile - tele2
370646	Lithuania - Mobile - tele2
370647	Lithuania - Mobile - tele2
370648	Lithuania - Mobile - tele2
3706686	Lithuania - Mobile - tele2
370670	Lithuania - Mobile - tele2
370671	Lithuania - Mobile - tele2
370672	Lithuania - Mobile - tele2
370673	Lithuania - Mobile - tele2
370674	Lithuania - Mobile - tele2
370675	Lithuania - Mobile - tele2
370676	Lithuania - Mobile - tele2
370677	Lithuania - Mobile - tele2
370678	Lithuania - Mobile - tele2
370679	Lithuania - Mobile - tele2
370683	Lithuania - Mobile - tele2
370684	Lithuania - Mobile - tele2
352	Luxembourg
35260	Luxembourg Mobile
352621	Luxembourg Mobile
352628	Luxembourg Mobile
352671	Luxembourg Mobile
352678	Luxembourg Mobile
352681	Luxembourg Mobile
352691	Luxembourg Mobile
352698	Luxembourg Mobile
352661	Luxembourg Mobile - Orange
352668	Luxembourg Mobile - Orange
853	Macau
8536	Macau Mobile
389	Macedonia
3897	Macedonia Mobile
389730	Macedonia Mobile - One
389731	Macedonia Mobile - One
389733	Macedonia Mobile - One
389734	Macedonia Mobile - One
389735	Macedonia Mobile - One
389736	Macedonia Mobile - One
389737	Macedonia Mobile - One
389738	Macedonia Mobile - One
389739	Macedonia Mobile - One
38975	Macedonia Mobile - One
38976	Macedonia Mobile - One
38970	Macedonia Mobile - Tmobile
38971	Macedonia Mobile - Tmobile
38972	Macedonia Mobile - Tmobile
38977	Macedonia Mobile - Vip
38978	Macedonia Mobile - Vip
261	Madagascar
2613	Madagascar Mobile
26133	Madagascar Mobile - Airtel
26139	Madagascar Mobile - Blueline
26132	Madagascar Mobile - Orange
26134	Madagascar Mobile - Telma
26122	Madagascar - Gulfsat
265	Malawi
2658	Malawi Mobile
26599	Malawi Mobile - Airtel
26588	Malawi Mobile - TMN
60	Malaysia
601	Malaysia Mobile
601030	Malaysia Mobile - Celcom
601031	Malaysia Mobile - Celcom
601032	Malaysia Mobile - Celcom
601033	Malaysia Mobile - Celcom
601034	Malaysia Mobile - Celcom
60105	Malaysia Mobile - Celcom
6013	Malaysia Mobile - Celcom
60145	Malaysia Mobile - Celcom
60148	Malaysia Mobile - Celcom
6019	Malaysia Mobile - Celcom
60102	Malaysia Mobile - Digi
601036	Malaysia Mobile - Digi
601037	Malaysia Mobile - Digi
601038	Malaysia Mobile - Digi
601039	Malaysia Mobile - Digi
601046	Malaysia Mobile - Digi
601056	Malaysia Mobile - Digi
601066	Malaysia Mobile - Digi
601076	Malaysia Mobile - Digi
601082	Malaysia Mobile - Digi
601088	Malaysia Mobile - Digi
601090	Malaysia Mobile - Digi
601091	Malaysia Mobile - Digi
601092	Malaysia Mobile - Digi
601093	Malaysia Mobile - Digi
601094	Malaysia Mobile - Digi
601095	Malaysia Mobile - Digi
601096	Malaysia Mobile - Digi
601097	Malaysia Mobile - Digi
601098	Malaysia Mobile - Digi
601116	Malaysia Mobile - Digi
60143	Malaysia Mobile - Digi
60146	Malaysia Mobile - Digi
60149	Malaysia Mobile - Digi
6016	Malaysia Mobile - Digi
601042	Malaysia Mobile - Maxis
601043	Malaysia Mobile - Maxis
601070	Malaysia Mobile - Maxis
601071	Malaysia Mobile - Maxis
601089	Malaysia Mobile - Maxis
601112	Malaysia Mobile - Maxis
6011140	Malaysia Mobile - Maxis
6011141	Malaysia Mobile - Maxis
6011142	Malaysia Mobile - Maxis
6011143	Malaysia Mobile - Maxis
6011144	Malaysia Mobile - Maxis
6011175	Malaysia Mobile - Maxis
6011176	Malaysia Mobile - Maxis
6011177	Malaysia Mobile - Maxis
6011178	Malaysia Mobile - Maxis
6011179	Malaysia Mobile - Maxis
601123	Malaysia Mobile - Maxis
6011240	Malaysia Mobile - Maxis
6011241	Malaysia Mobile - Maxis
6011242	Malaysia Mobile - Maxis
6011243	Malaysia Mobile - Maxis
6011244	Malaysia Mobile - Maxis
601125	Malaysia Mobile - Maxis
6011275	Malaysia Mobile - Maxis
6011276	Malaysia Mobile - Maxis
6011277	Malaysia Mobile - Maxis
6011278	Malaysia Mobile - Maxis
6011279	Malaysia Mobile - Maxis
6012	Malaysia Mobile - Maxis
60142	Malaysia Mobile - Maxis
60147	Malaysia Mobile - Maxis
6017	Malaysia Mobile - Maxis
960	Maldives
9607	Maldives Mobile
9609	Maldives Mobile - Ooredoo
223	Mali
2237	Mali Mobile -  Orange
22382	Mali Mobile -  Orange
22383	Mali Mobile -  Orange
22390	Mali Mobile -  Orange
22391	Mali Mobile -  Orange
22392	Mali Mobile -  Orange
22393	Mali Mobile -  Orange
22394	Mali Mobile -  Orange
2236	Mali Mobile - Malitel
22389	Mali Mobile - Malitel
22396	Mali Mobile - Malitel
22397	Mali Mobile - Malitel
22398	Mali Mobile - Malitel
22399	Mali Mobile - Malitel
223202	Mali - Bamako
223442	Mali - Orange
223443	Mali - Orange
223449	Mali - Orange
356	Malta
3567	Malta Mobile
3569	Malta Mobile
35677	Malta Mobile - 3g
35679	Malta Mobile - GO
3569889	Malta Mobile - GO
3569897	Malta Mobile - Vodafone
35699	Malta Mobile - Vodafone
88232	Maritime - Communications Partner
692	Marshall Islands
596	Martinique (French Antilles)
596696	Martinique (French Antilles) Mobile
59669610	Martinique (French Antilles) Mobile - Digicel
59669611	Martinique (French Antilles) Mobile - Digicel
59669616	Martinique (French Antilles) Mobile - Digicel
59669617	Martinique (French Antilles) Mobile - Digicel
59669618	Martinique (French Antilles) Mobile - Digicel
59669619	Martinique (French Antilles) Mobile - Digicel
59669650	Martinique (French Antilles) Mobile - Digicel
59669651	Martinique (French Antilles) Mobile - Digicel
5966967	Martinique (French Antilles) Mobile - Digicel
59669690	Martinique (French Antilles) Mobile - Digicel
59669691	Martinique (French Antilles) Mobile - Digicel
59669692	Martinique (French Antilles) Mobile - Digicel
59669693	Martinique (French Antilles) Mobile - Digicel
59669694	Martinique (French Antilles) Mobile - Digicel
59669695	Martinique (French Antilles) Mobile - Digicel
59669696	Martinique (French Antilles) Mobile - Digicel
59669697	Martinique (French Antilles) Mobile - Digicel
59669698	Martinique (French Antilles) Mobile - Digicel
5966962	Martinique (French Antilles) Mobile - Orange
5966963	Martinique (French Antilles) Mobile - Orange
5966964	Martinique (French Antilles) Mobile - Orange
59669680	Martinique (French Antilles) Mobile - Orange
59669681	Martinique (French Antilles) Mobile - Orange
59669682	Martinique (French Antilles) Mobile - Orange
59669683	Martinique (French Antilles) Mobile - Orange
59669684	Martinique (French Antilles) Mobile - Orange
59669685	Martinique (French Antilles) Mobile - Orange
59669686	Martinique (French Antilles) Mobile - Orange
59669699	Martinique (French Antilles) Mobile - Orange
222	Mauritania
2222	Mauritania Mobile - Chinguitel
2223	Mauritania Mobile - Mattel
2224	Mauritania Mobile - Mauritel
22225	Mauritania - Chinguitel
22235	Mauritania - Mattel
22245	Mauritania - Mauritel
230	Mauritius
23025	Mauritius Mobile
23029	Mauritius Mobile
230421	Mauritius Mobile
230422	Mauritius Mobile
230423	Mauritius Mobile
230428	Mauritius Mobile
230429	Mauritius Mobile
23044	Mauritius Mobile
230471	Mauritius Mobile
230472	Mauritius Mobile
230473	Mauritius Mobile
230474	Mauritius Mobile
230475	Mauritius Mobile
230476	Mauritius Mobile
230477	Mauritius Mobile
230478	Mauritius Mobile
230479	Mauritius Mobile
23049	Mauritius Mobile
230525	Mauritius Mobile
230529	Mauritius Mobile
2305421	Mauritius Mobile
2305422	Mauritius Mobile
2305423	Mauritius Mobile
2305428	Mauritius Mobile
2305429	Mauritius Mobile
230544	Mauritius Mobile
2305471	Mauritius Mobile
2305472	Mauritius Mobile
2305473	Mauritius Mobile
2305474	Mauritius Mobile
2305475	Mauritius Mobile
2305476	Mauritius Mobile
2305477	Mauritius Mobile
2305478	Mauritius Mobile
2305479	Mauritius Mobile
230549	Mauritius Mobile
230570	Mauritius Mobile
230571	Mauritius Mobile
230572	Mauritius Mobile
230573	Mauritius Mobile
230574	Mauritius Mobile
230575	Mauritius Mobile
230576	Mauritius Mobile
230577	Mauritius Mobile
230578	Mauritius Mobile
230579	Mauritius Mobile
230582	Mauritius Mobile
230586	Mauritius Mobile
2305871	Mauritius Mobile
2305875	Mauritius Mobile
2305876	Mauritius Mobile
2305877	Mauritius Mobile
2305878	Mauritius Mobile
230590	Mauritius Mobile
230591	Mauritius Mobile
230592	Mauritius Mobile
230593	Mauritius Mobile
230594	Mauritius Mobile
230595	Mauritius Mobile
230596	Mauritius Mobile
230597	Mauritius Mobile
230598	Mauritius Mobile
23070	Mauritius Mobile
23071	Mauritius Mobile
23072	Mauritius Mobile
23073	Mauritius Mobile
23074	Mauritius Mobile
23075	Mauritius Mobile
23076	Mauritius Mobile
23077	Mauritius Mobile
23078	Mauritius Mobile
23079	Mauritius Mobile
23082	Mauritius Mobile
23086	Mauritius Mobile
230871	Mauritius Mobile
230875	Mauritius Mobile
230876	Mauritius Mobile
230877	Mauritius Mobile
230878	Mauritius Mobile
23090	Mauritius Mobile
23091	Mauritius Mobile
23092	Mauritius Mobile
23093	Mauritius Mobile
23094	Mauritius Mobile
23095	Mauritius Mobile
23096	Mauritius Mobile
23097	Mauritius Mobile
23098	Mauritius Mobile
2308	Mauritius Rodriguez
52	Mexico
521	Mexico Mobile
521222121	Mexico Mobile EA/MGM Iusacel
521222131	Mexico Mobile EA/MGM Iusacel
521222142	Mexico Mobile EA/MGM Iusacel
521222150	Mexico Mobile EA/MGM Iusacel
521222159	Mexico Mobile EA/MGM Iusacel
521222170	Mexico Mobile EA/MGM Iusacel
521222198	Mexico Mobile EA/MGM Iusacel
521222203	Mexico Mobile EA/MGM Iusacel
521222204	Mexico Mobile EA/MGM Iusacel
521222215	Mexico Mobile EA/MGM Iusacel
521222239	Mexico Mobile EA/MGM Iusacel
521222256	Mexico Mobile EA/MGM Iusacel
521222258	Mexico Mobile EA/MGM Iusacel
521222259	Mexico Mobile EA/MGM Iusacel
521222260	Mexico Mobile EA/MGM Iusacel
521222262	Mexico Mobile EA/MGM Iusacel
521222292	Mexico Mobile EA/MGM Iusacel
521222293	Mexico Mobile EA/MGM Iusacel
521222299	Mexico Mobile EA/MGM Iusacel
521222300	Mexico Mobile EA/MGM Iusacel
521222301	Mexico Mobile EA/MGM Iusacel
521222302	Mexico Mobile EA/MGM Iusacel
521222330	Mexico Mobile EA/MGM Iusacel
521222362	Mexico Mobile EA/MGM Iusacel
521222363	Mexico Mobile EA/MGM Iusacel
521222364	Mexico Mobile EA/MGM Iusacel
521222365	Mexico Mobile EA/MGM Iusacel
521222369	Mexico Mobile EA/MGM Iusacel
521222370	Mexico Mobile EA/MGM Iusacel
521222375	Mexico Mobile EA/MGM Iusacel
521222376	Mexico Mobile EA/MGM Iusacel
521222377	Mexico Mobile EA/MGM Iusacel
521222391	Mexico Mobile EA/MGM Iusacel
521222393	Mexico Mobile EA/MGM Iusacel
521222396	Mexico Mobile EA/MGM Iusacel
521222397	Mexico Mobile EA/MGM Iusacel
521222398	Mexico Mobile EA/MGM Iusacel
521222400	Mexico Mobile EA/MGM Iusacel
521222433	Mexico Mobile EA/MGM Iusacel
521222440	Mexico Mobile EA/MGM Iusacel
521222453	Mexico Mobile EA/MGM Iusacel
521222468	Mexico Mobile EA/MGM Iusacel
521222537	Mexico Mobile EA/MGM Iusacel
521222575	Mexico Mobile EA/MGM Iusacel
521222593	Mexico Mobile EA/MGM Iusacel
521222652	Mexico Mobile EA/MGM Iusacel
521222653	Mexico Mobile EA/MGM Iusacel
5212226990	Mexico Mobile EA/MGM Iusacel
5212226991	Mexico Mobile EA/MGM Iusacel
5212226992	Mexico Mobile EA/MGM Iusacel
5212226993	Mexico Mobile EA/MGM Iusacel
5212226994	Mexico Mobile EA/MGM Iusacel
521222700	Mexico Mobile EA/MGM Iusacel
521222701	Mexico Mobile EA/MGM Iusacel
521222722	Mexico Mobile EA/MGM Iusacel
521222742	Mexico Mobile EA/MGM Iusacel
521222743	Mexico Mobile EA/MGM Iusacel
521222744	Mexico Mobile EA/MGM Iusacel
521222748	Mexico Mobile EA/MGM Iusacel
521222749	Mexico Mobile EA/MGM Iusacel
521222751	Mexico Mobile EA/MGM Iusacel
521222752	Mexico Mobile EA/MGM Iusacel
521222753	Mexico Mobile EA/MGM Iusacel
521222754	Mexico Mobile EA/MGM Iusacel
521222760	Mexico Mobile EA/MGM Iusacel
521222763	Mexico Mobile EA/MGM Iusacel
521222764	Mexico Mobile EA/MGM Iusacel
521222765	Mexico Mobile EA/MGM Iusacel
521222766	Mexico Mobile EA/MGM Iusacel
521222769	Mexico Mobile EA/MGM Iusacel
5212227855	Mexico Mobile EA/MGM Iusacel
5212227856	Mexico Mobile EA/MGM Iusacel
5212227857	Mexico Mobile EA/MGM Iusacel
5212227858	Mexico Mobile EA/MGM Iusacel
5212227859	Mexico Mobile EA/MGM Iusacel
521222786	Mexico Mobile EA/MGM Iusacel
521222787	Mexico Mobile EA/MGM Iusacel
521222788	Mexico Mobile EA/MGM Iusacel
521222789	Mexico Mobile EA/MGM Iusacel
521222790	Mexico Mobile EA/MGM Iusacel
521222791	Mexico Mobile EA/MGM Iusacel
521222792	Mexico Mobile EA/MGM Iusacel
5212227930	Mexico Mobile EA/MGM Iusacel
5212227931	Mexico Mobile EA/MGM Iusacel
5212227932	Mexico Mobile EA/MGM Iusacel
5212227933	Mexico Mobile EA/MGM Iusacel
5212227934	Mexico Mobile EA/MGM Iusacel
521222794	Mexico Mobile EA/MGM Iusacel
5212227950	Mexico Mobile EA/MGM Iusacel
5212227951	Mexico Mobile EA/MGM Iusacel
5212227952	Mexico Mobile EA/MGM Iusacel
5212227953	Mexico Mobile EA/MGM Iusacel
5212227954	Mexico Mobile EA/MGM Iusacel
5212227955	Mexico Mobile EA/MGM Iusacel
5212227956	Mexico Mobile EA/MGM Iusacel
5212227957	Mexico Mobile EA/MGM Iusacel
5212271100	Mexico Mobile EA/MGM Iusacel
5212271101	Mexico Mobile EA/MGM Iusacel
5212271102	Mexico Mobile EA/MGM Iusacel
5212271103	Mexico Mobile EA/MGM Iusacel
5212271104	Mexico Mobile EA/MGM Iusacel
5212271105	Mexico Mobile EA/MGM Iusacel
5212281170	Mexico Mobile EA/MGM Iusacel
5212281171	Mexico Mobile EA/MGM Iusacel
5212281172	Mexico Mobile EA/MGM Iusacel
5212281173	Mexico Mobile EA/MGM Iusacel
5212281174	Mexico Mobile EA/MGM Iusacel
521228143	Mexico Mobile EA/MGM Iusacel
521228173	Mexico Mobile EA/MGM Iusacel
521228221	Mexico Mobile EA/MGM Iusacel
521228222	Mexico Mobile EA/MGM Iusacel
521228227	Mexico Mobile EA/MGM Iusacel
521228228	Mexico Mobile EA/MGM Iusacel
521228229	Mexico Mobile EA/MGM Iusacel
521228238	Mexico Mobile EA/MGM Iusacel
521228239	Mexico Mobile EA/MGM Iusacel
521228240	Mexico Mobile EA/MGM Iusacel
521228241	Mexico Mobile EA/MGM Iusacel
521228242	Mexico Mobile EA/MGM Iusacel
521228243	Mexico Mobile EA/MGM Iusacel
521228244	Mexico Mobile EA/MGM Iusacel
521228245	Mexico Mobile EA/MGM Iusacel
521228246	Mexico Mobile EA/MGM Iusacel
521228247	Mexico Mobile EA/MGM Iusacel
521228248	Mexico Mobile EA/MGM Iusacel
521228249	Mexico Mobile EA/MGM Iusacel
521228250	Mexico Mobile EA/MGM Iusacel
521228251	Mexico Mobile EA/MGM Iusacel
521228258	Mexico Mobile EA/MGM Iusacel
521228259	Mexico Mobile EA/MGM Iusacel
521228260	Mexico Mobile EA/MGM Iusacel
521228261	Mexico Mobile EA/MGM Iusacel
521228262	Mexico Mobile EA/MGM Iusacel
521228593	Mexico Mobile EA/MGM Iusacel
521228603	Mexico Mobile EA/MGM Iusacel
521228826	Mexico Mobile EA/MGM Iusacel
521228836	Mexico Mobile EA/MGM Iusacel
521228837	Mexico Mobile EA/MGM Iusacel
521228847	Mexico Mobile EA/MGM Iusacel
521228848	Mexico Mobile EA/MGM Iusacel
521228854	Mexico Mobile EA/MGM Iusacel
521228855	Mexico Mobile EA/MGM Iusacel
521228858	Mexico Mobile EA/MGM Iusacel
521228859	Mexico Mobile EA/MGM Iusacel
5212291420	Mexico Mobile EA/MGM Iusacel
5212291421	Mexico Mobile EA/MGM Iusacel
5212291422	Mexico Mobile EA/MGM Iusacel
5212291423	Mexico Mobile EA/MGM Iusacel
5212291424	Mexico Mobile EA/MGM Iusacel
521229203	Mexico Mobile EA/MGM Iusacel
521229323	Mexico Mobile EA/MGM Iusacel
521229324	Mexico Mobile EA/MGM Iusacel
521229325	Mexico Mobile EA/MGM Iusacel
5212293331	Mexico Mobile EA/MGM Iusacel
5212293332	Mexico Mobile EA/MGM Iusacel
5212293333	Mexico Mobile EA/MGM Iusacel
5212293334	Mexico Mobile EA/MGM Iusacel
5212293335	Mexico Mobile EA/MGM Iusacel
5212293336	Mexico Mobile EA/MGM Iusacel
5212293337	Mexico Mobile EA/MGM Iusacel
5212293338	Mexico Mobile EA/MGM Iusacel
5212293339	Mexico Mobile EA/MGM Iusacel
521229337	Mexico Mobile EA/MGM Iusacel
521229338	Mexico Mobile EA/MGM Iusacel
521229339	Mexico Mobile EA/MGM Iusacel
521229340	Mexico Mobile EA/MGM Iusacel
521229593	Mexico Mobile EA/MGM Iusacel
521229771	Mexico Mobile EA/MGM Iusacel
521229772	Mexico Mobile EA/MGM Iusacel
521229773	Mexico Mobile EA/MGM Iusacel
521229901	Mexico Mobile EA/MGM Iusacel
521229902	Mexico Mobile EA/MGM Iusacel
521229916	Mexico Mobile EA/MGM Iusacel
521229926	Mexico Mobile EA/MGM Iusacel
521229928	Mexico Mobile EA/MGM Iusacel
521229933	Mexico Mobile EA/MGM Iusacel
521229936	Mexico Mobile EA/MGM Iusacel
521229952	Mexico Mobile EA/MGM Iusacel
521229953	Mexico Mobile EA/MGM Iusacel
521229982	Mexico Mobile EA/MGM Iusacel
521229983	Mexico Mobile EA/MGM Iusacel
5212311010	Mexico Mobile EA/MGM Iusacel
5212311011	Mexico Mobile EA/MGM Iusacel
5212311012	Mexico Mobile EA/MGM Iusacel
5212311013	Mexico Mobile EA/MGM Iusacel
5212311014	Mexico Mobile EA/MGM Iusacel
521231109	Mexico Mobile EA/MGM Iusacel
521231111	Mexico Mobile EA/MGM Iusacel
521231119	Mexico Mobile EA/MGM Iusacel
521231128	Mexico Mobile EA/MGM Iusacel
521231130	Mexico Mobile EA/MGM Iusacel
521231131	Mexico Mobile EA/MGM Iusacel
521231132	Mexico Mobile EA/MGM Iusacel
521231133	Mexico Mobile EA/MGM Iusacel
521231134	Mexico Mobile EA/MGM Iusacel
521231135	Mexico Mobile EA/MGM Iusacel
521231136	Mexico Mobile EA/MGM Iusacel
5212311370	Mexico Mobile EA/MGM Iusacel
5212311371	Mexico Mobile EA/MGM Iusacel
5212311372	Mexico Mobile EA/MGM Iusacel
521231325	Mexico Mobile EA/MGM Iusacel
521231326	Mexico Mobile EA/MGM Iusacel
521231387	Mexico Mobile EA/MGM Iusacel
521231593	Mexico Mobile EA/MGM Iusacel
5212321020	Mexico Mobile EA/MGM Iusacel
5212321021	Mexico Mobile EA/MGM Iusacel
5212321022	Mexico Mobile EA/MGM Iusacel
5212321023	Mexico Mobile EA/MGM Iusacel
5212321024	Mexico Mobile EA/MGM Iusacel
521232108	Mexico Mobile EA/MGM Iusacel
521232114	Mexico Mobile EA/MGM Iusacel
521232136	Mexico Mobile EA/MGM Iusacel
521232137	Mexico Mobile EA/MGM Iusacel
521232138	Mexico Mobile EA/MGM Iusacel
521232139	Mexico Mobile EA/MGM Iusacel
5212321400	Mexico Mobile EA/MGM Iusacel
5212321401	Mexico Mobile EA/MGM Iusacel
5212321402	Mexico Mobile EA/MGM Iusacel
5212321403	Mexico Mobile EA/MGM Iusacel
521232326	Mexico Mobile EA/MGM Iusacel
521232379	Mexico Mobile EA/MGM Iusacel
521232593	Mexico Mobile EA/MGM Iusacel
5212381060	Mexico Mobile EA/MGM Iusacel
5212381061	Mexico Mobile EA/MGM Iusacel
5212381062	Mexico Mobile EA/MGM Iusacel
5212381063	Mexico Mobile EA/MGM Iusacel
5212381064	Mexico Mobile EA/MGM Iusacel
521238111	Mexico Mobile EA/MGM Iusacel
521238115	Mexico Mobile EA/MGM Iusacel
521238167	Mexico Mobile EA/MGM Iusacel
521238168	Mexico Mobile EA/MGM Iusacel
521238169	Mexico Mobile EA/MGM Iusacel
521238385	Mexico Mobile EA/MGM Iusacel
521238386	Mexico Mobile EA/MGM Iusacel
521238390	Mexico Mobile EA/MGM Iusacel
521238394	Mexico Mobile EA/MGM Iusacel
521238593	Mexico Mobile EA/MGM Iusacel
5212411040	Mexico Mobile EA/MGM Iusacel
5212411041	Mexico Mobile EA/MGM Iusacel
5212411042	Mexico Mobile EA/MGM Iusacel
5212411043	Mexico Mobile EA/MGM Iusacel
5212411044	Mexico Mobile EA/MGM Iusacel
521241105	Mexico Mobile EA/MGM Iusacel
521241116	Mexico Mobile EA/MGM Iusacel
521241121	Mexico Mobile EA/MGM Iusacel
521241130	Mexico Mobile EA/MGM Iusacel
521241136	Mexico Mobile EA/MGM Iusacel
521241137	Mexico Mobile EA/MGM Iusacel
5212411380	Mexico Mobile EA/MGM Iusacel
5212411381	Mexico Mobile EA/MGM Iusacel
5212411382	Mexico Mobile EA/MGM Iusacel
5212411383	Mexico Mobile EA/MGM Iusacel
5212411384	Mexico Mobile EA/MGM Iusacel
5212411385	Mexico Mobile EA/MGM Iusacel
521241149	Mexico Mobile EA/MGM Iusacel
521241150	Mexico Mobile EA/MGM Iusacel
521241151	Mexico Mobile EA/MGM Iusacel
521241154	Mexico Mobile EA/MGM Iusacel
5212411550	Mexico Mobile EA/MGM Iusacel
5212411551	Mexico Mobile EA/MGM Iusacel
5212411552	Mexico Mobile EA/MGM Iusacel
5212411553	Mexico Mobile EA/MGM Iusacel
5212411554	Mexico Mobile EA/MGM Iusacel
5212411555	Mexico Mobile EA/MGM Iusacel
521241410	Mexico Mobile EA/MGM Iusacel
521241411	Mexico Mobile EA/MGM Iusacel
521241413	Mexico Mobile EA/MGM Iusacel
521241593	Mexico Mobile EA/MGM Iusacel
521241999	Mexico Mobile EA/MGM Iusacel
5212441010	Mexico Mobile EA/MGM Iusacel
5212441011	Mexico Mobile EA/MGM Iusacel
5212441012	Mexico Mobile EA/MGM Iusacel
5212441013	Mexico Mobile EA/MGM Iusacel
5212441014	Mexico Mobile EA/MGM Iusacel
521244104	Mexico Mobile EA/MGM Iusacel
521244112	Mexico Mobile EA/MGM Iusacel
521244125	Mexico Mobile EA/MGM Iusacel
521244126	Mexico Mobile EA/MGM Iusacel
521244127	Mexico Mobile EA/MGM Iusacel
521244128	Mexico Mobile EA/MGM Iusacel
5212441290	Mexico Mobile EA/MGM Iusacel
521244448	Mexico Mobile EA/MGM Iusacel
521244449	Mexico Mobile EA/MGM Iusacel
521244593	Mexico Mobile EA/MGM Iusacel
5212451130	Mexico Mobile EA/MGM Iusacel
5212451131	Mexico Mobile EA/MGM Iusacel
5212451132	Mexico Mobile EA/MGM Iusacel
5212451133	Mexico Mobile EA/MGM Iusacel
5212451134	Mexico Mobile EA/MGM Iusacel
5212461070	Mexico Mobile EA/MGM Iusacel
5212461071	Mexico Mobile EA/MGM Iusacel
5212461072	Mexico Mobile EA/MGM Iusacel
5212461073	Mexico Mobile EA/MGM Iusacel
5212461074	Mexico Mobile EA/MGM Iusacel
521246112	Mexico Mobile EA/MGM Iusacel
521246130	Mexico Mobile EA/MGM Iusacel
521246164	Mexico Mobile EA/MGM Iusacel
521246173	Mexico Mobile EA/MGM Iusacel
521246174	Mexico Mobile EA/MGM Iusacel
521246177	Mexico Mobile EA/MGM Iusacel
5212461780	Mexico Mobile EA/MGM Iusacel
5212461781	Mexico Mobile EA/MGM Iusacel
5212461782	Mexico Mobile EA/MGM Iusacel
5212461783	Mexico Mobile EA/MGM Iusacel
5212461784	Mexico Mobile EA/MGM Iusacel
5212461785	Mexico Mobile EA/MGM Iusacel
5212461786	Mexico Mobile EA/MGM Iusacel
5212461787	Mexico Mobile EA/MGM Iusacel
521246459	Mexico Mobile EA/MGM Iusacel
521246460	Mexico Mobile EA/MGM Iusacel
521246463	Mexico Mobile EA/MGM Iusacel
521246476	Mexico Mobile EA/MGM Iusacel
521246490	Mexico Mobile EA/MGM Iusacel
521246593	Mexico Mobile EA/MGM Iusacel
5212471200	Mexico Mobile EA/MGM Iusacel
5212471201	Mexico Mobile EA/MGM Iusacel
5212471202	Mexico Mobile EA/MGM Iusacel
5212471203	Mexico Mobile EA/MGM Iusacel
5212471204	Mexico Mobile EA/MGM Iusacel
521248152	Mexico Mobile EA/MGM Iusacel
521248153	Mexico Mobile EA/MGM Iusacel
521248154	Mexico Mobile EA/MGM Iusacel
521248157	Mexico Mobile EA/MGM Iusacel
521248158	Mexico Mobile EA/MGM Iusacel
5212485850	Mexico Mobile EA/MGM Iusacel
